Ticker,Name,Price,Dividend Yield,1-Year Dividend Growth,5-Year Dividend Growth (Annualized),Market Cap ($M),Forward P/E Ratio,Payout Ratio,Beta
ARA,"American Renal Associates Holdings, Inc.",6.43,N/A,N/A,N/A,216.644202,-19.75,N/A,0.960450918
ARAV,"Aravive, Inc.",5.14,N/A,N/A,N/A,84.89593,-2.68,N/A,1.164439346
ARAY,"Accuray, Inc.",2.25,N/A,N/A,N/A,206.108384,65.79,N/A,1.024799013
ARC,"ARC Document Solutions, Inc.",1.08,0.018018018,N/A,N/A,48.665841,11.71,0.21691974,0.634698012
ARCB,ArcBest Corp.,32.91,0.009618275,0,0,846.551823,29.44,0.286148618,0.937872785
ARCH,"Arch Resources, Inc.",40.62,0.036439355,N/A,N/A,581.917004,31.47,1.08468273,0.991094063
ARCI,"Appliance Recycling Centers of America, Inc. (Minnesota)",4.59,N/A,N/A,N/A,7.78005,-1.24,N/A,1.469710761
ARDX,"Ardelyx, Inc.",5.78,N/A,N/A,N/A,517.906886,-4.85,N/A,0.944122624
ARE,"Alexandria Real Estate Equities, Inc.",166.43,0.024295318,N/A,N/A,21386.5817,50.96,1.261636453,1.03059598
ARES,Ares Management Corp.,39.59,0.03653895,N/A,N/A,20025.94523,72.86,2.649981597,1.269640207
AREX,"Approach Resources, Inc.",0.0235,N/A,N/A,N/A,2.201104,-0.05,N/A,1.091673072
ARGO,Argo Group International Holdings Ltd.,37.31,0.033577038,N/A,N/A,1280.189529,-8.34,-0.277181688,0.940571213
ARI,"Apollo Commercial Real Estate Finance, Inc.",9.12,0.185349612,N/A,N/A,1330.42561,81.28,14.88413547,1.346469421
ARKR,Ark Restaurants Corp.,10.1,0.07629705,N/A,N/A,34.42869,-10.41,-0.784682988,1.15562713
ARL,"American Realty Investors, Inc.",8.95,N/A,N/A,N/A,143.813929,-22.39,N/A,0.770498743
ARLO,"Arlo Technologies, Inc.",5.32,N/A,N/A,N/A,439.910184,-5.13,N/A,1.38549401
ARMK,Aramark,28.3,0.015235457,0,0.029754779,7305.94688,-32.03,-0.498019242,1.310522008
ARMP,"Armata Pharmaceuticals, Inc.",2.96,N/A,N/A,N/A,55.820011,-1.52,N/A,0.304362591
ARNA,"Arena Pharmaceuticals, Inc.",65.11,N/A,N/A,N/A,3805.271869,-9.53,N/A,0.816202535
ARNC,Arconic Corp.,21.46,0.003659652,-0.666666667,-0.077892089,2384.24834,N/A,N/A,0.337162721
AROC,"Archrock, Inc.",6.19,0.093247588,0,-0.006757376,951.34278,-36.71,-3.440094899,1.393480895
AROW,Arrow Financial Corp.,28.525,0.036585046,N/A,N/A,423.726122,11.51,0.416924444,1.304061651
ARPO,"Aerpio Pharmaceuticals, Inc.",1.215,N/A,N/A,N/A,52.16432,-13.25,N/A,0.438329375
ARQL,"ArQule, Inc.",20,N/A,N/A,N/A,2415.76,-58.14,N/A,0.509371245
ARR,"ARMOUR Residential REIT, Inc.",9.65,0.168925965,-0.411764706,-0.12047279,620.374223,-1.76,-0.295313269,1.41123566
ARTNA,Artesian Resources Corp.,34.6,0.028485021,0.015046767,0.024082548,327.2125,19.86,0.573233048,0.542954448
ARTW,"Art's-Way Manufacturing Co., Inc.",2.7,N/A,N/A,N/A,10.535522,-7.08,N/A,0.451078788
ARTX,Arotech Corp.,2.99,N/A,N/A,N/A,79.72835,-125.52,N/A,-0.085535767
ARVN,"Arvinas, Inc.",24.59,N/A,N/A,N/A,975.44425,-10.61,N/A,1.090067038
ARW,"Arrow Electronics, Inc.",77.95,N/A,N/A,N/A,6103.787421,16.27,N/A,1.126730325
ARWR,"Arrowhead Pharmaceuticals, Inc.",36.07,N/A,N/A,N/A,3790.94152,-154.15,N/A,1.138018245
ASB,Associated Banc-Corp,13.98,0.052205882,0.058823529,0.103509215,2090.116,6.53,0.331853237,1.286596313
ASFI,"Asta Funding, Inc.",13.09,N/A,N/A,N/A,85.97512,26.45,N/A,0.39054957
ASGN,"ASGN, Inc.",70.73,N/A,N/A,N/A,3739.575,19.7,N/A,1.33789936
ASH,"Ashland Global Holdings, Inc.",74.55,0.014876927,N/A,N/A,4471.18877,-46.86,-0.691389063,1.102969684
ASIX,"Advansix, Inc.",13.86,N/A,N/A,N/A,384.575716,14.95,N/A,1.128324886
ASMB,"Assembly Biosciences, Inc.",18.81,N/A,N/A,N/A,629.171335,-7.48,N/A,1.270292476
ASNA,"Ascena Retail Group, Inc.",0.61,N/A,N/A,N/A,6.091716,-0.01,N/A,N/A
ASPN,"Aspen Aerogels, Inc.",8.23,N/A,N/A,N/A,232.211845,-17.33,N/A,1.088615083
ASPS,Altisource Portfolio Solutions SA,10.69,N/A,N/A,N/A,165.69496,-0.48,N/A,1.102832082
ASPU,"Aspen Group, Inc.",11.765,N/A,N/A,N/A,273.9639,-40.25,N/A,0.818246861
ASRT,"Assertio Therapeutics, Inc.",0.7249,N/A,N/A,N/A,79.838027,-0.3,N/A,0.660965543
ASRV,"AmeriServ Financial, Inc.",2.78,0.035971223,0,0.201124434,47.422908,9.18,0.330360093,0.574342152
ASTC,Astrotech Corp.,1.79,N/A,N/A,N/A,14.052144,-1.26,N/A,0.805162217
ASTE,"Astec Industries, Inc.",53.32,0.008333333,0,0.019244876,1193.4384,82.78,0.682593857,0.939558403
ASUR,"Asure Software, Inc.",6.87,N/A,N/A,N/A,112.222248,3.3,N/A,1.016094613
ASYS,"Amtech Systems, Inc.",5.65,N/A,N/A,N/A,79.934258,-40.42,N/A,0.706655155
ATEC,"Alphatec Holdings, Inc.",5.73,N/A,N/A,N/A,374.884741,-5.11,N/A,1.557967183
ATEN,"A10 Networks, Inc.",7.34,N/A,N/A,N/A,610.183287,153.56,N/A,0.909014499
ATEX,"Anterix, Inc.",41.73,N/A,N/A,N/A,731.63349,-16.43,N/A,1.078488491
ATGE,"Adtalem Global Education, Inc.",33.08,N/A,N/A,N/A,1764.312963,8.68,N/A,0.800625156
ATH,Athene Holding Ltd.,37.29,N/A,N/A,N/A,6895.9105,18.48,N/A,1.863735378
ATHX,"Athersys, Inc.",1.97,N/A,N/A,N/A,396.78204,-5.9,N/A,0.198692138
ATI,"Allegheny Technologies, Inc.",8.99,N/A,N/A,N/A,1113.0777,-4.89,N/A,1.65015849
ATKR,"Atkore International Group, Inc.",26.68,N/A,N/A,N/A,1266.568,8.95,N/A,1.337367398
ATLC,Atlanticus Holdings Corp.,10.065,N/A,N/A,N/A,157.092504,4.17,N/A,1.383731946
ATLO,Ames National Corp.,20.04,0.048635236,0.041666667,0.045639553,183.823413,11.16,0.552268245,1.330766743
ATNI,"ATN International, Inc.",56.75,0.011961302,N/A,N/A,907.80354,-195.75,-2.35131397,1.034486446
ATNM,"Actinium Pharmaceuticals, Inc.",7.39,N/A,N/A,N/A,98.628552,-0.49,N/A,0.514523824
ATNX,"Athenex, Inc.",14.54,N/A,N/A,N/A,1180.11622,-9.96,N/A,1.439456127
ATO,Atmos Energy Corp.,97.22,0.022938118,0.095238095,0.064838416,12099.89195,19.97,0.462183148,0.886209935
ATOS,"Atossa Therapeutics, Inc.",2.07,N/A,N/A,N/A,23.18085,-1.48,N/A,1.01099995
ATR,"AptarGroup, Inc.",118.72,0.012083578,0,0.037137289,7683.342746,37.56,0.455523219,0.721727475
ATRA,"Atara Biotherapeutics, Inc.",12.92,N/A,N/A,N/A,950.398041,-2.58,N/A,1.27864888
ATRC,"AtriCure, Inc.",42.92,N/A,N/A,N/A,1954.52895,-33.26,N/A,0.924765822
ATRI,Atrion Corp.,640.42,0.009446324,0.148148148,0.114853593,1200.413043,33.86,0.326126979,0.628589357
ATRO,Astronics Corp.,8.86,N/A,N/A,N/A,274.342271,-2.21,N/A,1.712864468
ATRS,"Antares Pharma, Inc.",2.665,N/A,N/A,N/A,451.77568,78.76,N/A,1.146992615
ATSG,"Air Transport Services Group, Inc.",25.03,N/A,N/A,N/A,1486.76551,15.08,N/A,0.810659589
ATU,Actuant Corp.,21.87,0.001828989,N/A,N/A,1344.08646,-5.34,-0.009768725,1.375371784
ATUS,"Altice USA, Inc.",26.65,N/A,N/A,N/A,20651.15247,86.39,N/A,1.033757259
ATVI,"Activision Blizzard, Inc.",79.03,0.004607147,N/A,N/A,61989.04032,33.5,0.156879372,0.619862718
AUB,Atlantic Union Bankshares Corp.,24.37,0.042247571,0,0.056421622,1863.108306,13.36,0.548005261,1.220876754
AUBN,"Auburn National Bancorporation, Inc.",41.44,0.024634146,0.02,0.02996745,146.21502,18.1,0.431273752,0.681078069
AUMN,Golden Minerals Co.,0.4481,N/A,N/A,N/A,66.058315,-8.07,N/A,0.730225195
AUTO,"AutoWeb, Inc.",4.24,N/A,N/A,N/A,55.479496,-5.39,N/A,0.794802603
AVA,Avista Corp.,37.1,0.04271086,0.04516129,0.041809268,2520.318228,20.45,0.873615168,1.016678784
AVAV,"AeroVironment, Inc.",71.7,N/A,N/A,N/A,1811.219644,41.38,N/A,0.958548493
AVB,"AvalonBay Communities, Inc.",162.1,0.038797405,0.046052632,0.049294562,22564.07808,28.94,1.110278105,1.068047887
AVD,American Vanguard Corp.,14.47,0.004132231,N/A,N/A,438.200532,38.87,0.161160355,1.236025515
AVEO,"AVEO Pharmaceuticals, Inc.",4.705,N/A,N/A,N/A,117.685848,-1.76,N/A,1.047195271
AVGO,"Broadcom, Inc.",363.09,0.035218268,0.226415094,0.505659658,141605.3167,65.02,2.221266839,1.297029935
AVGR,"Avinger, Inc.",0.4145,N/A,N/A,N/A,35.906033,-0.22,N/A,0.581190774
AVID,"Avid Technology, Inc.",7.58,N/A,N/A,N/A,334.04356,22.52,N/A,1.017769145
AVLR,"Avalara, Inc.",123.37,0.005299448,N/A,N/A,10593.1044,-190.8,-1.040055676,0.929957964
AVNS,"Avanos Medical, Inc.",32.52,N/A,N/A,N/A,1534.916044,-91.79,N/A,1.289881205
AVNW,"Aviat Networks, Inc.",20.6,N/A,N/A,N/A,113.381053,414.31,N/A,0.805318374
AVP,"Avon Products, Inc.",5.6,N/A,N/A,N/A,2483.741938,-40.09,N/A,-0.090412184
AVRO,"Avrobio, Inc.",16.47,N/A,N/A,N/A,580.530618,-5.76,N/A,1.325282472
AVT,"Avnet, Inc.",28.19,0.029116118,N/A,N/A,2849.7453,-91.19,-2.719326643,1.19725546
AVTR,"Avantor, Inc.",21.21,N/A,N/A,N/A,12385.92648,90.03,N/A,1.181012279
AVX,AVX Corp.,21.66,0.021237304,0,0.018360881,3662.55438,17.81,0.378258367,-0.03987272
AVXL,Anavex Life Sciences Corp.,3.805,N/A,N/A,N/A,240.160494,-8.89,N/A,0.95495385
AVY,Avery Dennison Corp.,119.08,0.019482701,0,0.094070364,9938.678776,19.09,0.371955814,1.082218234
AVYA,Avaya Holdings Corp.,15.51,N/A,N/A,N/A,1300.26526,-1.94,N/A,1.671907558
AWI,"Armstrong World Industries, Inc.",71.4,0.010813451,N/A,N/A,3430.083198,-104.68,-1.136197039,1.168903878
AWK,"American Water Works Co., Inc.",143.17,0.014738911,0.1,0.100973218,25817.94592,40.62,0.595761582,0.898997875
AWR,American States Water Co.,76.99,0.015772463,0.098360656,0.083825482,2852.969665,33.75,0.534853135,0.918780613
AWRE,"Aware, Inc. (Massachusetts)",2.7,N/A,N/A,N/A,58.265542,-4.81,N/A,0.348988548
AWSM,"Cool Holdings, Inc.",0.095,N/A,N/A,N/A,10.501015,-0.08,N/A,-0.186630996
AX,"Axos Financial, Inc.",24.91,N/A,N/A,N/A,1469.81302,8.27,N/A,1.526584829
AXAS,Abraxas Petroleum Corp.,0.1788,N/A,N/A,N/A,30.386875,-0.32,N/A,1.524752754
AXDX,"Accelerate Diagnostics, Inc.",11,N/A,N/A,N/A,659.919392,-7.32,N/A,1.37252544
AXE,"Anixter International, Inc.",97.85,N/A,N/A,N/A,3364.642311,12.89,N/A,0.012022799
AXGN,"AxoGen, Inc.",11.79,N/A,N/A,N/A,470.98935,-16.17,N/A,1.210943414
AXL,"American Axle & Manufacturing Holdings, Inc.",8.06,N/A,N/A,N/A,920.90949,-0.7,N/A,2.16107413
AXNX,"Axonics Modulation Technologies, Inc.",36.09,N/A,N/A,N/A,1497.13124,-13.78,N/A,1.111523714
AXP,American Express Co.,105.67,0.016465633,0.102564103,0.081967191,84107.11806,21.84,0.355540856,1.517995688
AXR,AMREP Corp.,4.835,N/A,N/A,N/A,38.918282,-6.66,N/A,0.31649427
AXS,AXIS Capital Holdings Ltd.,49.13,0.0334771,0.025,0.071709725,4104.893223,-74.7,-2.478333587,1.009188298
AXSM,"Axsome Therapeutics, Inc.",68.35,N/A,N/A,N/A,2652.032259,-25.89,N/A,0.928577736
AXTA,Axalta Coating Systems Ltd.,23.07,N/A,N/A,N/A,5455.6448,70.7,N/A,1.197556129
AXTI,"AXT, Inc.",5.145,N/A,N/A,N/A,215.234775,-69.15,N/A,1.22385537
AYI,"Acuity Brands, Inc.",108.34,0.004813478,0,0,4282.028322,15.82,0.07594567,1.279791168
AYR,Aircastle Ltd.,32.01,0.03811309,0.066666667,0.077818068,2404.23909,15.32,0.583983534,0.077433021
AYX,"Alteryx, Inc.",111.57,N/A,N/A,N/A,7741.970602,-281.1,N/A,1.279077984
AZO,"AutoZone, Inc.",1206.79,N/A,N/A,N/A,28398.02258,18.51,N/A,0.916156063
AZPN,"Aspen Technology, Inc.",128,N/A,N/A,N/A,8787.855699,38.5,N/A,0.987626477
AZZ,"AZZ, Inc.",35.36,0.019252548,0,0.025348576,925.2074,28.55,0.549006943,1.113665874
B,"Barnes Group, Inc.",37.59,0.017107725,0,0.059223841,1890.3273,16.38,0.278842802,1.700783496
BA,The Boeing Co.,171.05,0.024352669,N/A,N/A,95262.05773,-33.97,-0.816334638,1.75562769
BAC,Bank of America Corp.,26.54,0.028059236,0,0.29199401,222320.806,12.68,0.344102466,1.471760873
BAH,Booz Allen Hamilton Holding Corp.,84.98,0.012958463,0.347826087,0.189826585,11910.22686,24.01,0.316402057,0.718258153
BANC,"Banc of California, Inc.",12.44,0.019591837,0,-0.129449437,615.337357,-14.35,-0.276752768,1.368541251
BAND,"Bandwidth, Inc.",148,N/A,N/A,N/A,3680.23708,-143.49,N/A,0.626970597
BANF,BancFirst Corp. (Oklahoma),44.88,0.028822337,0.066666667,-0.023281316,1450.550507,13.07,0.372558722,1.354295284
BANR,Banner Corp.,36.34,0.045517624,0,0.143175511,1266.764358,11.18,0.50435157,1.508589873
BAS,"Basic Energy Services, Inc.",0.435,N/A,N/A,N/A,10.851945,-0.08,N/A,N/A
BASI,"Bioanalytical Systems, Inc.",4.91,N/A,N/A,N/A,52.418007,-19.8,N/A,0.517429823
BATRA,Liberty Media Corp. Liberty Braves,19.285,N/A,N/A,N/A,12109.376,-58.41,N/A,1.024379304
BATRK,Liberty Media Corp. Liberty Braves,19.25,N/A,N/A,N/A,12134.4342,-58.32,N/A,1.015445798
BAX,"Baxter International, Inc.",82.3,0.010842219,0.113636364,0.163305145,42255.18504,45.35,0.49867754,0.790521878
BBBY,"Bed Bath & Beyond, Inc.",11.755,0.043110735,N/A,N/A,1490.98222,-2.66,-0.115585976,1.500046321
BBCP,"Concrete Pumping Holdings, Inc.",4.38,N/A,N/A,N/A,243.949761,-3.88,N/A,1.32681941
BBGI,"Beasley Broadcast Group, Inc.",1.29,0.112781955,N/A,N/A,37.257746,-1.94,-0.224416517,1.15064781
BBSI,"Barrett Business Services, Inc.",54.02,0.021306818,0,0.063995313,430.04375,9.05,0.201072386,1.102997319
BBT,BB&T Corp.,54.24,0.030696903,0.111111111,0.107566343,41564.27472,13.48,0.41372627,0.909406867
BBW,"Build-A-Bear Workshop, Inc.",3.23,N/A,N/A,N/A,45.389509,-1.39,N/A,1.175693016
BBY,"Best Buy Co., Inc.",106.31,0.019319227,0.1,0.190493341,28135.0384,16.98,0.335345406,1.236850892
BC,Brunswick Corp.,59.18,0.015433123,0.142857143,0.098560543,4770.290068,-296.05,-4.652326163,1.518607522
BCBP,"BCB Bancorp, Inc.",8.235,0.069306931,0,0,137.823792,9.59,0.658978583,1.097167807
BCC,Boise Cascade Co.,43.71,0.008748318,N/A,N/A,1747.40226,19.55,0.174442009,1.412327767
BCEI,"Bonanza Creek Energy, Inc.",19.25,N/A,N/A,N/A,402.72122,5.45,N/A,1.165970408
BCLI,"Brainstorm Cell Therapeutics, Inc.",12.57,N/A,N/A,N/A,401.350167,-11.2,N/A,0.571198076
BCO,The Brink's Co.,46.61,0.012970169,0,0.084471771,2337.087582,135.1,1.739130435,1.356328776
BCOR,"Blucora, Inc.",11.87,N/A,N/A,N/A,586.542759,-1.83,N/A,1.496302714
BCOV,"Brightcove, Inc.",10.345,N/A,N/A,N/A,419.76336,-21.33,N/A,0.872894841
BCPC,Balchem Corp.,98.71,0.005270092,N/A,N/A,3191.816628,38.79,0.204017577,0.874047038
BCRH,Blue Capital Reinsurance Holdings Ltd.,6.72,0.044642857,N/A,N/A,58.968,-2.54,-0.1133744,0.143715111
BCRX,"BioCryst Pharmaceuticals, Inc.",3.66,N/A,N/A,N/A,646.23156,-4.33,N/A,1.215126478
BDC,"Belden, Inc.",33.95,0.005861665,0,0,1518.9371,-2.9,-0.017067905,1.238476014
BDGE,"Bridge Bancorp, Inc.",20.59,0.046465645,0.043478261,0.008548252,399.433258,8.55,0.389443593,1.276898538
BDL,"Flanigan's Enterprises, Inc.",16.29,0.016816817,N/A,N/A,30.946522,18.89,0.324675325,0.816424259
BDN,Brandywine Realty Trust,11.2,0.067736185,0,0.048413171,1972.62186,55.94,3.796203796,1.288812845
BDSI,"BioDelivery Sciences International, Inc.",3.835,N/A,N/A,N/A,384.55854,64.2,N/A,0.97325299
BDX,"Becton, Dickinson & Co.",234.08,0.013358292,N/A,N/A,68136.60714,83.32,1.117716157,0.602767958
BE,Bloom Energy Corp.,14.41,N/A,N/A,N/A,2083.741869,-7.89,N/A,1.763095278
BEAT,"BioTelemetry, Inc.",37.645,N/A,N/A,N/A,1314.432475,66.57,N/A,1.216879215
BECN,"Beacon Roofing Supply, Inc.",33.475,N/A,N/A,N/A,2320.486344,-15.17,N/A,1.928761407
BELFA,"Bel Fuse, Inc.",10.94,0.02559415,0,0,135.410944,-14.91,-0.352822581,0.791456579
BELFB,"Bel Fuse, Inc.",11.38,0.024888889,0,0,139.248,-12.15,-0.302441132,1.627333661
BEN,"Franklin Resources, Inc.",21.3,0.04972119,0.038461538,0.084471771,10660.08264,10.38,0.521417085,1.131058705
BERY,"Berry Global Group, Inc.",53.05,N/A,N/A,N/A,6977.412,11.84,N/A,0.871297967
BFA,Forman Corporation (BFA),72.5,N/A,N/A,N/A,28650,N/A,N/A,N/A
BFAM,"Bright Horizons Family Solutions, Inc.",136.26,N/A,N/A,N/A,8283.88617,66.03,N/A,1.095347917
BFB,Forman Corporation (BFB),79.35,N/A,N/A,N/A,31560,N/A,N/A,N/A
BFIN,BankFinancial Corp.,7.52,0.053475936,0,0.201124434,111.056308,9.52,0.504922999,1.146420755
BFS,"Saul Centers, Inc.",28.25,0.074779541,0,0.042705064,657.72,20.84,1.563998525,1.434680062
BFST,"Business First Bancshares, Inc.",15.46,0.025673941,N/A,N/A,321.998092,11.97,0.307952883,1.401035602
BG,Bunge Ltd.,46.48,0.043706294,0,0.056421622,6390.06368,-5.23,-0.224974409,0.997745886
BGCP,"BGC Partners, Inc.",2.555,0.16796875,-0.928571429,-0.410105438,920.666573,41.63,6.991869919,1.321076047
BGFV,Big 5 Sporting Goods Corp.,5.755,0.026408451,N/A,N/A,124.398816,9.14,0.239769821,1.59151231
BGG,Briggs & Stratton Corp.,0.78,0.128205128,N/A,N/A,33.11373,-0.15,-0.019629397,0.73223204
BGS,"B&G Foods, Inc.",30,0.062376888,0,0.062980048,1954.456762,16.88,1.069338136,0.508132822
BGSF,"BG Staffing, Inc.",9.69,0.097636177,-0.833333333,-0.275220336,100.28711,27.28,2.67454955,1.518347845
BH,"Biglari Holdings, Inc.",95.72,N/A,N/A,N/A,222.693292,-3.63,N/A,1.235998764
BHB,Bar Harbor Bankshares,21.09,0.042573778,0,-0.036536289,311.78628,12.87,0.536847243,1.403119357
BHE,"Benchmark Electronics, Inc.",20.36,0.030526834,N/A,N/A,740.520879,1433.8,43.66197183,1.075857213
BHF,"Brighthouse Financial, Inc.",32.37,N/A,N/A,N/A,2841.84654,1.46,N/A,2.161329618
BHGE,"Baker Hughes, a GE Co.",21.77,0.033073036,N/A,N/A,22348.38284,62.2,2.057142857,1.027432436
BHLB,"Berkshire Hills Bancorp, Inc.",9.63,0.100534759,N/A,N/A,471.02308,-0.93,-0.09043418,1.465409199
BHR,"Braemar Hotels & Resorts, Inc.",2.5,0.13559322,N/A,N/A,79.12608,-1.34,-0.170976704,2.097602146
BHVN,Biohaven Pharmaceutical Holding Co. Ltd.,62.35,N/A,N/A,N/A,3612.22698,-5.65,N/A,1.429019626
BIG,"Big Lots, Inc.",44.44,0.026536931,0,0.095654258,1773.926336,2.41,0.06509216,1.524618259
BIIB,"Biogen, Inc.",276.21,N/A,N/A,N/A,43718.13495,8.07,N/A,0.846537574
BIO,"Bio-Rad Laboratories, Inc.",484.23,N/A,N/A,N/A,14668.23759,7.41,N/A,0.773004002
BIOC,"Biocept, Inc.",0.5216,N/A,N/A,N/A,78.163882,-0.89,N/A,0.48293505
BIOL,"BIOLASE, Inc.",0.259,N/A,N/A,N/A,24.596452,-0.4,N/A,1.464026024
BIOS,"Option Care Health, Inc.",4.18,N/A,N/A,N/A,2952.61824,-9.14,N/A,N/A
BJ,"BJ's Wholesale Club Holdings, Inc.",41.65,N/A,N/A,N/A,5829.47118,18.95,N/A,0.359355753
BJRI,"BJ's Restaurants, Inc.",34.595,0.007577966,N/A,N/A,763.781772,-51.82,-0.389396436,2.039634734
BK,The Bank of New York Mellon Corp.,37.5,0.033649932,N/A,N/A,32644.0147,8.06,0.266380236,1.133335718
BKD,"Brookdale Senior Living, Inc.",2.9,N/A,N/A,N/A,540.56095,6.54,N/A,1.917205191
BKE,"The Buckle, Inc.",20.57,0.089686099,0.2,0.037137289,991.612539,10.44,0.913705584,1.104840461
BKH,Black Hills Corp.,55.98,0.03766512,0.059405941,0.05725501,3514.991706,17.69,0.666666667,1.204315692
BKI,"Black Knight, Inc.",81.57,N/A,N/A,N/A,12832.4916,86.74,N/A,0.692882736
BKJ,"Bancorp of New Jersey, Inc.",17.89,N/A,N/A,N/A,130.9548,28.32,N/A,0.158310605
BKNG,"Booking Holdings, Inc.",1917.76,N/A,N/A,N/A,79663.45387,31.94,N/A,1.08864109
BKSC,Bank of South Carolina Corp.,16.54,0.038694075,0.6,0.042402216,91.406821,13.16,0.519564864,0.376798739
BKTI,BK Technologies Corp.,3.15,0.025806452,N/A,N/A,38.72954,-15.45,-0.392349191,0.346471515
BKU,"BankUnited, Inc.",25.14,0.03652968,0.095238095,0.018360881,2225.961771,11.67,0.408466394,1.431512236
BL,"BlackLine, Inc.",81.615,N/A,N/A,N/A,4885.908543,-115.2,N/A,0.799416085
BLBD,Blue Bird Corp.,11.595,N/A,N/A,N/A,315.384344,25.96,N/A,0.958631145
BLCM,"Bellicum Pharmaceuticals, Inc.",5.18,N/A,N/A,N/A,24.236346,-0.26,N/A,1.239026656
BLD,TopBuild Corp.,148.01,N/A,N/A,N/A,5064.63986,23.77,N/A,1.53216146
BLDR,"Builders FirstSource, Inc.",30.025,N/A,N/A,N/A,3520.36568,16.83,N/A,1.734670584
BLFS,"BioLife Solutions, Inc.",22.14,N/A,N/A,N/A,716.83584,93.37,N/A,1.207003265
BLK,"BlackRock, Inc.",564.63,0.023932864,0.1,0.107363045,88306.53408,19.69,0.483298986,1.233182623
BLKB,"Blackbaud, Inc.",60.05,0.005802708,N/A,N/A,3075.639204,129.08,0.774193548,1.039743229
BLL,Ball Corp.,82.47,0.007208073,0,0.029033661,27183.43708,73.16,0.532292406,0.815056375
BLMN,"Bloomin' Brands, Inc.",16.905,0.018404908,N/A,N/A,1427.01121,-15.9,-0.282220132,1.950923283
BLUE,"bluebird bio, Inc.",56.37,N/A,N/A,N/A,3896.56132,-4.79,N/A,0.990809218
BMCH,"BMC Stock Holdings, Inc.",39.23,N/A,N/A,N/A,2644.198992,21.97,N/A,1.30898293
BMI,"Badger Meter, Inc.",62.2,0.01085915,0.058823529,-0.020851638,1823.33785,38.94,0.425665102,1.185633238
BMRC,Bank of Marin Bancorp,31.78,0.027664257,0.095238095,-0.008475799,432.479217,12.97,0.359169014,1.230693754
BMRN,"BioMarin Pharmaceutical, Inc.",76.05,N/A,N/A,N/A,13753.584,111.5,N/A,0.881675763
BMTC,Bryn Mawr Bank Corp.,28.105,0.037504508,0.038461538,0.061858759,552.617305,15.42,0.569987943,1.316991088
BMY,Bristol Myers Squibb Co.,59.95,0.029308909,0.097560976,0.039925333,135348.4965,-586.02,-17.20430108,0.607875924
BNED,"Barnes & Noble Education, Inc.",2.45,N/A,N/A,N/A,109.910806,-2.26,N/A,1.631102918
BNFT,"Benefitfocus, Inc.",10.105,N/A,N/A,N/A,320.025152,-8.24,N/A,1.306401739
BNZZW,BONANZA CREEK ENERGY INC (BNZZW),0.0099,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BOCH,Bank of Commerce Holdings,7.59,0.027027027,N/A,N/A,124.18458,9.74,0.256245996,1.154637841
BOH,Bank of Hawaii Corp.,56,0.048127375,0.030769231,0.082860365,2213.524811,12.15,0.577194315,1.179135949
BOKF,BOK Financial Corp.,58.22,0.035639045,0.02,0.034714045,4004.669632,10.86,0.378512428,1.529874747
BOLD,"Audentes Therapeutics, Inc.",59.97,N/A,N/A,N/A,2725.15674,-15.05,N/A,-0.047563566
BOMN,Boston Omaha Corp.,15.885,N/A,N/A,N/A,434.06469,-22.25,N/A,0.81671313
BOOM,"DMC Global, Inc.",36.86,0.010223555,N/A,N/A,541.737924,-1893.33,-19.23076923,0.915700773
BOOT,"Boot Barn Holdings, Inc.",29.81,N/A,N/A,N/A,856.443112,22.63,N/A,1.501480913
BOTJ,"Bank of the James Financial Group, Inc.",10.34,0.025145068,0.166666667,0.031310306,44.86526,9.15,0.235784892,0.374874849
BOX,"Box, Inc.",18.59,N/A,N/A,N/A,2974.70898,-26.73,N/A,0.771243037
BPFH,"Boston Private Financial Holdings, Inc.",6.125,0.078559738,-0.5,-0.077892089,502.222448,12.98,1.014584654,1.203662249
BPMC,Blueprint Medicines Corp.,73.12,N/A,N/A,N/A,4139.88029,-9.54,N/A,1.046681737
BPMX,BioPharmX Corp.,0.51,N/A,N/A,N/A,9.32178,-0.61,N/A,0.874615247
BPOP,"Popular, Inc.",38.54,0.03732338,0.333333333,0.216728684,3158.994674,7.27,0.264360437,1.304696631
BPRN,The Bank of Princeton,20.15,0.016582915,N/A,N/A,132.1559,10.29,0.168187146,1.393657166
BPTH,"Bio-Path Holdings, Inc.",3.88,N/A,N/A,N/A,14.324417,-1.3,N/A,0.610138816
BR,"Broadridge Financial Solutions, Inc.",135.41,0.015617092,0.113402062,0.124746113,15928.05622,33.6,0.536033353,0.826166208
BRC,Brady Corp.,47.44,0.018268215,0.023529412,0.014394409,2460.316796,20.75,0.37834055,1.119758997
BREW,"Craft Brew Alliance, Inc.",15.585,N/A,N/A,N/A,306.470304,-42.72,N/A,0.465064993
BRG,"Bluerock Residential Growth REIT, Inc.",7.54,0.086551265,0,0.109468624,185.463979,156.43,13.48547718,1.506137259
BRID,Bridgford Foods Corp.,17.585,N/A,N/A,N/A,163.02292,24.08,N/A,1.31234715
BRKL,"Brookline Bancorp, Inc.",9.85,0.046955624,0.045454545,0.050246073,764.728017,16.6,0.76754386,1.079815207
BRKR,Bruker Corp.,39.71,0.003937977,N/A,N/A,6219.84355,37.17,0.149854828,1.150766693
