symbol,name,exchange,ipoDate,delistingDate,status
AMTB,Mercantil Bank Holding Corporation Class A Common Stock,NASDAQ,2018-08-29,null,Active
AMTBB,Mercantil Bank Holding Corporation Class B Common Stock,NASDAQ,2018-08-29,null,Active
AMTD,TD Ameritrade Holding Corp,NASDAQ,1997-03-04,null,Active
AMTI,Applied Molecular Transport Inc,NASDAQ,2020-06-05,null,Active
AMTX,Aemetis Inc,NASDAQ,2006-06-27,null,Active
AMWD,American Woodmark Corp,NASDAQ,1986-07-21,null,Active
AMX,America Movil SAB de CV,NYSE,2001-02-08,null,Active
AMZN,Amazoncom Inc,NASDAQ,1997-05-15,null,Active
AN,AutoNation Inc,NYSE,1992-03-03,null,Active
ANAB,AnaptysBio Inc,NASDAQ,2017-01-26,null,Active
ANAT,American National Group Inc,NASDAQ,1984-09-07,null,Active
ANCN,Anchiano Therapeutics Ltd,NASDAQ,2019-02-12,null,Active
ANDA,Andina Acquisition Corp III,NASDAQ,2015-12-08,null,Active
ANDAR,Andina Acquisition Corp II Rt 06012018,NASDAQ,2015-12-07,null,Active
ANDAU,Andina Acquisition Corp,NASDAQ,2015-11-25,null,Active
ANDAW,ANDAW,NASDAQ,2015-12-07,null,Active
ANDE,The Andersons Inc,NASDAQ,1996-02-20,null,Active
ANET,Arista Networks Inc,NYSE,2014-06-06,null,Active
ANF,Abercrombie Fitch Company,NYSE,1996-09-26,null,Active
ANGI,ANGI Homeservices Inc Class A,NASDAQ,2011-11-17,null,Active
ANGO,Angiodynamic Inc,NASDAQ,2004-06-01,null,Active
ANH,Anworth Mortgage Asset Corp,NYSE,1998-03-12,null,Active
ANH-P-A,Anworth Mortgage Asset Corporation Series A Preferred Stock,NYSE,2014-09-22,null,Active
ANH-P-B,Anworth Mortgage Asset Corporation Preferred Stock Series B 625,NYSE,2014-09-22,null,Active
ANH-P-C,Anworth Mortgage Asset Corporation 7625 Series C Cumulative Redeemable Preferred Stock,NYSE,2015-01-28,null,Active
ANIK,Anika Therapeutics Inc,NASDAQ,1993-05-04,null,Active
ANIP,ANI Pharmaceuticals Inc,NASDAQ,2000-05-05,null,Active
ANIX,Anixa Biosciences Inc,NASDAQ,2001-01-02,null,Active
ANNX,Annexon Inc,NASDAQ,2020-07-24,null,Active
ANPC,AnPac BioMedical Science Company Ltd ADR,NASDAQ,2020-01-30,null,Active
ANSS,ANSYS Inc,NASDAQ,1996-06-21,null,Active
ANTE,AirNet Technology Inc,NASDAQ,2007-11-07,null,Active
ANTM,Anthem Inc,NYSE,2001-01-02,null,Active
ANVS,Anv Sec Group Inc,NYSE,2010-02-12,null,Active
ANY,Sphere 3D Corp,NASDAQ,2008-06-24,null,Active
AON,Aon plc,NYSE,1984-09-07,null,Active
AONE-U,One,NYSE,2020-08-18,null,Active
AOS,AO Smith Corp,NYSE,1984-09-07,null,Active
AOSL,Alpha & Omega Semiconductor Ltd,NASDAQ,2010-04-29,null,Active
AOUT,American Outdoor Brands Inc,NASDAQ,2020-08-21,null,Active
AOUTV,American Outdoor Brands Inc,NASDAQ,2020-08-21,null,Active
AP,AmpcoPittsburgh Corp,NYSE,1984-07-19,null,Active
APA,Apache Corp,NYSE,1979-05-15,null,Active
APAM,Artisan Partners Asset Management Inc,NYSE,2013-03-07,null,Active
APD,Air Products Chemicals Inc,NYSE,1983-04-06,null,Active
APDN,Applied Dna Sciences Inc,NASDAQ,2003-07-15,null,Active
APEI,American Public Education Inc,NASDAQ,2007-11-09,null,Active
APEN,Lpath Inc,NASDAQ,2005-12-09,null,Active
APEX,Apex Global Brands Inc,NASDAQ,1995-08-18,null,Active
APG,APi Group Corp,NYSE,2020-04-29,null,Active
APH,Amphenol Corp,NYSE,1991-11-08,null,Active
APHA,Aphria Inc,NASDAQ,2015-03-18,null,Active
API,Agora Inc,NASDAQ,2020-06-26,null,Active
APLE,Apple Hospitality REIT Inc,NYSE,2015-05-18,null,Active
APLS,Apellis Pharmaceuticals Inc,NASDAQ,2017-11-09,null,Active
APLT,Applied Therapeutics Inc,NASDAQ,2019-05-14,null,Active
APM,APPLIED MAGNETICS CORP,NASDAQ,2018-12-18,null,Active
APO,Apollo Global Management LLC,NYSE,2011-03-30,null,Active
APO-P-A,Apollo Global Management LLC 6375 Series A Preferred Shares,NYSE,2017-03-09,null,Active
APO-P-B,Apollo Global Management LLC 6375 Series B Preferred Shares,NYSE,2018-03-12,null,Active
APOG,Apogee Enterprises Inc,NASDAQ,1973-05-03,null,Active
APOP,Cellect Biotechnology Ltd,NASDAQ,2016-07-29,null,Active
APOPW,Cellect Biotechnology Ltd Warrants to Purchase ADRs,NASDAQ,2016-07-29,null,Active
APPF,AppFolio Inc,NASDAQ,2015-06-26,null,Active
APPN,Appian Corp Class A,NASDAQ,2017-05-25,null,Active
APPS,Digital Turbine Inc,NASDAQ,2006-06-30,null,Active
APRE,Aprea Therapeutics Inc,NASDAQ,2019-10-03,null,Active
APRN,Blue Apron Inc,NYSE,2017-06-29,null,Active
APT,Alpha Pro Tech Ltd,NYSE,1999-02-16,null,Active
APTO,Aptose Biosciences Inc,NASDAQ,2014-10-23,null,Active
APTS,Preferred Apartment Communities Inc Class A,NYSE,2011-04-01,null,Active
APTV,Aptiv PLC,NYSE,2011-11-17,null,Active
APTV-P-A,,NYSE,2020-06-10,null,Active
APTX,Aptinyx Inc,NASDAQ,2018-06-21,null,Active
APVO,Aptevo Therapeutics Inc,NASDAQ,2016-07-20,null,Active
APWC,Asia Pacific Wire Cable,NASDAQ,2003-07-15,null,Active
APXT,,NASDAQ,2019-11-05,null,Active
APXTU,Apex Technology Acquisition Corp Units 1 Ord Class A & 12 War,NASDAQ,2019-09-17,null,Active
APXTW,Apex Technology Acquisition Corp Wt Exp 09302026,NASDAQ,2019-11-05,null,Active
APYX,Apyx Medical Corp,NASDAQ,2019-01-02,null,Active
AQB,AquaBounty Technologies Inc,NASDAQ,2017-01-09,null,Active
AQMS,Aqua Metals Inc,NASDAQ,2015-07-31,null,Active
AQN,Algonquin Power Utilities Corp,NYSE,2009-11-10,null,Active
AQNA,Algonquin Power & Utilities Corp. 6.875 FixedtoFloating Rate Subordinated Notes Series 2018A due October 17 2078,NYSE,2018-10-23,null,Active
AQNB,Algonquin Power Utilities Corp 620 FixedtoFloating Subordinated Notes Series 2019A due July 1 2079,NYSE,2019-05-28,null,Active
AQST,Aquestive Therapeutics Inc,NASDAQ,2018-07-25,null,Active
AQUA,Evoqua Water Technologies Corp,NYSE,2017-11-02,null,Active
AR,Antero Resources Corp,NYSE,2013-10-10,null,Active
ARA,ARACRUZ CELLULOSE S A,NYSE,2016-04-21,null,Active
ARAV,Aravive Inc,NASDAQ,2014-03-21,null,Active
ARAY,Accuray Inc,NASDAQ,2007-02-08,null,Active
ARB,ALTSHARES MERGER ARBITRAGE ETF,NYSE ARCA,2020-05-07,null,Active
ARC,ARC Document Solutions Inc,NYSE,2005-02-04,null,Active
ARCB,ArcBest Corp,NASDAQ,1992-05-13,null,Active
ARCC,Ares Capital Corp,NASDAQ,2004-10-05,null,Active
ARCE,Arco Platform Ltd Class A,NASDAQ,2018-09-26,null,Active
ARCH,Arch Coal Inc Class A,NYSE,2016-10-05,null,Active
ARCO,Arcos Dorados Holdings,NYSE,2011-04-14,null,Active
ARCT,American Realty Capital Trust Inc,NASDAQ,2013-05-22,null,Active
ARD,ARENA RESOURCES INC,NYSE,2017-03-15,null,Active
ARDS,Aridis Pharmaceuticals Inc,NASDAQ,2018-08-14,null,Active
ARDX,Ardelyx Inc,NASDAQ,2014-06-19,null,Active
ARE,Alexandria Real Estate Equities Inc,NYSE,1997-05-28,null,Active
AREC,American Resources Corp,NASDAQ,2017-12-29,null,Active
ARES,Ares Management LP,NYSE,2014-05-02,null,Active
ARES-P-A,Ares Management LP 700 Series A Preferred Units Representing Limited Partner Interests,NYSE,2016-06-14,null,Active
ARGD,Argo Group International Holdings Ltd. 6.5 Senior Notes Due 2042,NYSE,2018-05-07,null,Active
ARGO,Argo Group International Holdings Ltd,NYSE,2007-08-07,null,Active
ARGO-P-A,Argo Group International Holdings Ltd Depositary Shares Series A,NYSE,2020-07-08,null,Active
ARGX,argenx SE,NASDAQ,2017-05-18,null,Active
ARI,Apollo Commercial Real Estate Finance Inc,NYSE,2009-09-24,null,Active
ARKR,Ark Restaurants Corp,NASDAQ,1985-12-13,null,Active
ARL,American Realty Investors Inc,NYSE,1984-09-07,null,Active
ARLCF,AREL COMMUNICATIONS & SOFTWARE LTD Foreign,NASDAQ,2019-12-20,null,Active
ARLO,Arlo Technologies Inc,NYSE,2018-08-03,null,Active
ARLP,Alliance Resource Partners LP,NASDAQ,1999-08-17,null,Active
ARMK,Aramark,NYSE,2013-12-12,null,Active
ARMP,Armata Pharmaceuticals Inc,NYSE MKT,2011-03-09,null,Active
ARNA,Arena Pharmaceuticals Inc,NASDAQ,2000-07-28,null,Active
ARNC,Arconic Corp,NYSE,2020-04-01,null,Active
AROC,AROC,NYSE,2015-11-04,null,Active
AROW,Arrow Financial Corp,NASDAQ,1984-09-07,null,Active
ARPO,Aerpio Pharmaceuticals Inc,NASDAQ,2017-08-08,null,Active
ARQT,Arcutis Biotherapeutics Inc,NASDAQ,2020-01-31,null,Active
ARR,ARMOUR Residential REIT Inc,NYSE,2007-12-03,null,Active
ARR-P-B,ARMOUR Residential REIT Inc Preferred Series B,NYSE,2013-02-11,null,Active
ARR-P-B-CL,,NYSE,2020-02-07,null,Active
ARR-P-C,,NYSE,2020-01-24,null,Active
ARTL,ARISTOTLE CORP,NASDAQ,2017-11-14,null,Active
ARTLW,Artelo Biosciences Inc Warrants 18062024,NASDAQ,2019-06-21,null,Active
ARTNA,Artesian Resources Corp,NASDAQ,1996-05-24,null,Active
ARTW,ArtsWay Manufacturing Company Inc,NASDAQ,1984-09-07,null,Active
ARVN,Arvinas Inc,NASDAQ,2018-09-27,null,Active
ARW,Arrow Electronics Inc,NYSE,1984-07-19,null,Active
ARWR,Arrowhead Research Corp,NASDAQ,1997-01-06,null,Active
ARYA,ARYA Sciences Acquisition Corp,NASDAQ,2018-12-12,null,Active
ARYAW,Arya Sciences Acquisition Corp Warrants 10102025,NASDAQ,2018-12-12,null,Active
ARYB,ARYA Sciences Acquisition Corp II Class A,NASDAQ,2020-07-30,null,Active
ARYBU,ARYA Sciences Acquisition Corp II Unit 1 Cl A & 13 Wt Exp 06092027,NASDAQ,2020-06-05,null,Active
ARYBW,ARYA Sciences Acquisition Corp II Wt Exp 06092027,NASDAQ,2020-07-30,null,Active
ASB,Associated BancCorp,NYSE,1984-09-07,null,Active
ASB-P-C,Associated BancCorp Depositary shares Series C,NYSE,2015-06-10,null,Active
ASB-P-D,Associated BancCorp Depositary Shares Series D,NYSE,2016-09-07,null,Active
ASB-P-E,Associated BancCorp Depositary Shares Series E,NYSE,2018-09-20,null,Active
ASB-P-F,,NYSE,2020-06-10,null,Active
ASC,Ardmore Shipping Corp,NYSE,2013-08-01,null,Active
ASFI,Asta Funding Inc,NASDAQ,1995-11-14,null,Active
ASGI,Aberdeen Standard Global Infrastructure Income Fund of Beneficial Interest,NYSE,2020-07-29,null,Active
ASGN,On Assignment,NYSE,1992-09-23,null,Active
ASH,Ashland Inc,NYSE,1983-04-06,null,Active
ASIX,AdvanSix Inc,NYSE,2016-10-03,null,Active
ASLN,ASLAN Pharmaceuticals Ltd ADR,NASDAQ,2018-05-04,null,Active
ASM,Avino Silver Gold Mines Ltd USA,NYSE,2005-11-21,null,Active
ASMB,Assembly Biosciences Inc,NASDAQ,2010-12-17,null,Active
ASML,ASML Holding NV ADR,NASDAQ,1995-03-16,null,Active
ASND,Ascendis Pharma AS,NASDAQ,2015-01-28,null,Active
ASPN,Aspen Aerogels Inc,NYSE,2014-06-13,null,Active
ASPS,Altisource Portfolio Solutions SA,NASDAQ,2009-08-06,null,Active
ASPU,Aspen Group Inc,NASDAQ,2012-11-26,null,Active
ASR,Grupo Aeroportuario del Sureste SAB de CV,NYSE,2000-09-28,null,Active
ASRT,Assertio Therapeutics Inc,NASDAQ,2003-12-17,null,Active
ASRV,Ameriserv Financial Inc,NASDAQ,1990-03-27,null,Active
ASRVP,AmeriServ Financial Inc AmeriServ Financial Trust I 845 Beneficial Unsecured Securities Series A,NASDAQ,1998-06-03,null,Active
ASTC,Astrotech Corp,NASDAQ,1995-12-21,null,Active
ASTE,Astec Industries Inc,NASDAQ,1986-06-19,null,Active
ASUR,Asure Software Inc,NASDAQ,1992-04-07,null,Active
ASX,Advanced Semiconductor Engineering Inc,NYSE,2000-10-02,null,Active
ASYS,Amtech Systems Inc,NASDAQ,1984-09-07,null,Active
AT,Atlantic Power Corp,NYSE,2009-12-03,null,Active
ATAX,America First Multifamily Investors LP,NASDAQ,1986-04-02,null,Active
ATCO,Atlas Corp,NYSE,2020-02-28,null,Active
ATCO-P-D,Atlas Corp. 7.95 Series D,NYSE,2020-02-28,null,Active
ATCO-P-E,Atlas Corp. 8.25 Series E,NYSE,2020-02-28,null,Active
ATCO-P-G,Atlas Corp. 8.20 Series G,NYSE,2020-02-28,null,Active
ATCO-P-H,Atlas Corp. 7.875 Series H,NYSE,2020-02-28,null,Active
ATCO-P-I,Atlas Corp. Series I FixedtoFloating,NYSE,2020-02-28,null,Active
ATCX,Atlas Technical Consultants Inc Class A,NASDAQ,2019-01-23,null,Active
ATCXW,Atlas Technical Consultants Inc Warrant,NASDAQ,2019-02-13,null,Active
ATEC,Alphatec Holdings Inc,NASDAQ,2006-06-02,null,Active
ATEN,A10 Networks Inc,NYSE,2014-03-21,null,Active
ATEST-A,ATEST.A,NYSE MKT,2016-09-26,null,Active
ATEST-B,ATEST.B,NYSE MKT,2018-02-02,null,Active
ATEST-C,ATESTC,NYSE MKT,2018-02-02,null,Active
ATEST-G,ATESTG,NYSE MKT,2017-05-26,null,Active
ATEST-H,ATEST.H,NYSE MKT,2017-05-26,null,Active
ATEST-L,ATEST.L,NYSE MKT,2017-05-26,null,Active
ATEX,pdvWireless Inc,NASDAQ,2015-02-03,null,Active
ATGE,Adtalem Global Education Inc,NYSE,1991-06-28,null,Active
ATH,Athene Holding Ltd Class A,NYSE,2016-12-09,null,Active
ATH-P-A,Athene Holding Ltd Depositary Shares Series A,NYSE,2019-06-06,null,Active
ATH-P-C,,NYSE,2020-06-05,null,Active
ATHE,Alterity Therapeutics Ltd,NASDAQ,2002-09-05,null,Active
ATHM,Autohome Inc,NYSE,2013-12-11,null,Active
ATHX,Athersys Inc,NASDAQ,2007-06-12,null,Active
ATI,Allegheny Technologies Inc,NYSE,1999-11-29,null,Active
ATIF,ATIF Holdings Ltd,NASDAQ,2019-05-03,null,Active
ATISW,Attis Industries Inc Warrants,NASDAQ,2017-01-25,null,Active
ATKR,Atkore International Group,NYSE,2016-06-10,null,Active
ATLC,Atlanticus Holdings Corp,NASDAQ,1999-04-23,null,Active
ATLO,Ames National Corp,NASDAQ,2000-02-15,null,Active
ATNI,ATN International Inc,NASDAQ,1991-11-14,null,Active
ATNM,Actinium Pharmaceuticals Inc,NYSE MKT,2012-12-27,null,Active
ATNX,Athenex Inc,NASDAQ,2017-06-14,null,Active
ATO,Atmos Energy Corp,NYSE,1983-12-28,null,Active
ATOM,Atomera Inc,NASDAQ,2016-08-05,null,Active
ATOS,Atossa Therapeutics Inc,NASDAQ,2012-11-08,null,Active
ATPL,Atlantis Plastics Inc,NASDAQ,2017-09-22,null,Active
ATR,AptarGroup Inc,NYSE,1993-04-23,null,Active
ATRA,Atara Biotherapeutics Inc,NASDAQ,2014-10-16,null,Active
ATRC,AtriCure Inc,NASDAQ,2005-08-05,null,Active
ATRI,ATRION Corp,NASDAQ,1984-09-07,null,Active
ATRO,Astronics Corp,NASDAQ,1984-09-07,null,Active
ATRS,Antares Pharma Inc,NASDAQ,1996-10-03,null,Active
ATSG,Air Transport Services Group Inc,NASDAQ,2003-07-23,null,Active
ATTO,Atento SA,NYSE,2014-10-02,null,Active
ATUS,Altice USA Inc Class A,NYSE,2017-06-22,null,Active
ATV,Acorn International Inc ADR,NYSE,2007-05-03,null,Active
ATVI,Activision Blizzard Inc,NASDAQ,1993-10-25,null,Active
ATXI,Avenue Therapeutics Inc,NASDAQ,2017-06-27,null,Active
AU,AngloGold Ashanti Ltd,NYSE,1998-08-05,null,Active
AUB,Atlantic Union Bankshares Corp,NASDAQ,1995-08-18,null,Active
AUBN,Auburn National Bancorporation Inc,NASDAQ,1995-09-11,null,Active
AUDC,AudioCodes Ltd,NASDAQ,1999-05-28,null,Active
AUG,Auryn Resources Inc,NYSE MKT,2011-03-11,null,Active
AUGZ,TrueShares Structured Outcome (August) ETF,BATS,2020-08-03,null,Active
AUMN,Golden Minerals Company,NYSE,2009-05-07,null,Active
AUPH,Aurinia Pharmaceuticals Inc,NASDAQ,2014-09-03,null,Active
AUTL,Autolus Therapeutics plc,NASDAQ,2018-06-22,null,Active
AUTO,AUTOINFO INC,NASDAQ,2001-01-02,null,Active
AUVI,Applied UV Inc,NASDAQ,2020-08-31,null,Active
AUY,Yamana Gold Inc,NYSE,2004-01-12,null,Active
AVA,Avista Corp,NYSE,1987-11-16,null,Active
AVAL,Grupo Aval Acciones Y Valores SA,NYSE,2014-09-23,null,Active
AVAV,AeroVironment Inc,NASDAQ,2007-01-23,null,Active
AVB,AvalonBay Communities Inc,NYSE,1994-03-11,null,Active
AVCO,Avalon Globocare,NASDAQ,2016-12-06,null,Active
AVCT,American Virtual Cloud Technologies Inc,NASDAQ,2017-08-08,null,Active
AVCTW,American Virtual Cloud Technologies Inc Warrant expiring 472020,NASDAQ,2017-08-08,null,Active
AVD,American Vanguard Corp,NYSE,1988-06-22,null,Active
AVDL,Flamel Technologies SA,NASDAQ,1996-06-07,null,Active
AVEO,AVEO Pharmaceuticals Inc,NASDAQ,2010-03-12,null,Active
AVGO,Avago Technologies Ltd,NASDAQ,2009-08-06,null,Active
AVGOP,,NASDAQ,2019-09-25,null,Active
AVGR,Avinger Inc,NASDAQ,2015-01-30,null,Active
AVH,Avianca Holdings SA ADR,NYSE,2013-11-06,null,Active
AVID,Avid Technology Inc,NASDAQ,1993-03-12,null,Active
AVLR,Avalara,NYSE,2018-06-15,null,Active
AVNS,Avanos Medical Inc,NYSE,2014-10-21,null,Active
AVNT,Avient Corp Com,NYSE,1999-09-13,null,Active
AVNW,Aviat Networks Inc,NASDAQ,1991-02-07,null,Active
AVRO,AVROBIO Inc,NASDAQ,2018-06-21,null,Active
AVT,Avnet Inc,NASDAQ,1973-05-03,null,Active
AVTR,Avantor Inc,NYSE,2019-05-17,null,Active
AVXL,Anavex Life Sciences Corp,NASDAQ,2006-08-02,null,Active
AVY,Avery Dennison Corp,NYSE,1983-12-29,null,Active
AVYA,Avaya Holdings Corp,NYSE,2017-12-19,null,Active
AWH,Aspira Womens Health Inc,NASDAQ,2000-10-02,null,Active
AWI,Armstrong World Industries Inc,NYSE,2006-10-18,null,Active
AWK,American Water Works Company Inc,NYSE,2008-04-23,null,Active
AWR,American States Water Company,NYSE,1990-03-26,null,Active
AWRE,Aware Inc,NASDAQ,1996-11-19,null,Active
AWX,Avalon Holdings Corp,NYSE,1998-06-23,null,Active
AX,Axos Financial Inc,NYSE,2018-10-01,null,Active
AXAS,Abraxas Petroleum Corp,NASDAQ,1991-05-08,null,Active
AXDX,Accelerate Diagnostics Inc,NASDAQ,1996-11-19,null,Active
AXE,Anixter International Inc,NYSE,1984-07-19,null,Active
AXGN,Axogen Inc,NASDAQ,1990-03-27,null,Active
AXGT,Axovant Sciences Ltd,NASDAQ,2015-06-11,null,Active
AXL,American Axle Manufact Holdings Inc,NYSE,1999-01-29,null,Active
AXLA,Axcella Health Inc,NASDAQ,2019-05-09,null,Active
AXNX,Axonics ModulationTechnologies Inc,NASDAQ,2018-10-31,null,Active
AXO,Axos Financial Inc 625 Subordinated Notes Due 2026,NYSE,2018-10-01,null,Active
AXP,American Express Company AMEX,NYSE,1972-06-01,null,Active
AXR,AMREP Corp,NYSE,1973-05-03,null,Active
AXS,Axis Capital Holdings Ltd,NYSE,2003-07-01,null,Active
AXS-P-D,Axis Capital Holdings Limited Preferred Series D Bermuda,NYSE,2013-05-15,null,Active
AXS-P-D-CL,,NYSE,2019-12-18,null,Active
AXS-P-E,Axis Capital Holdings Limited Depositary Shares Series E,NYSE,2016-11-22,null,Active
AXSM,Axsome Therapeutics Inc,NASDAQ,2015-11-19,null,Active
AXTA,Axalta Coating Systems Ltd,NYSE,2014-11-12,null,Active
AXTC,Axtive Corp,NASDAQ,2004-01-29,null,Active
AXTI,AXT Inc,NASDAQ,1998-05-21,null,Active
AXU,Alexco Resource Corp,NYSE MKT,2006-09-08,null,Active
AY,Atlantica Yield plc,NASDAQ,2014-06-13,null,Active
AYI,Acuity Brands Inc,NYSE,2001-12-03,null,Active
AYLA,Ayala Pharmaceuticals Inc,NASDAQ,2020-05-08,null,Active
AYRO,AYRO Inc,NASDAQ,2018-01-30,null,Active
AYTU,Aytu Bioscience,NASDAQ,2017-02-01,null,Active
AYX,Alteryx Inc Class A,NYSE,2017-03-24,null,Active
AZAA,ALZA CORP,NYSE ARCA,2020-06-01,null,Active
AZAL,AllianzIM U.S. Large Cap Buffer10 Jul,NYSE ARCA,2020-07-01,null,Active
AZBA,AllianzIM U.S. Large Cap Buffer20 Apr,NYSE ARCA,2020-06-01,null,Active
AZBL,AllianzIM U.S. Large Cap Buffer20 Jul,NYSE ARCA,2020-07-01,null,Active
AZEK,AZEK Company Inc Class A,NYSE,2020-06-12,null,Active
AZN,AstraZeneca PLC,NYSE,1993-05-17,null,Active
AZO,AutoZone Inc,NYSE,1991-04-02,null,Active
AZPN,Aspen Technology Inc,NASDAQ,1994-10-26,null,Active
AZRE,Azure Power Global Limited Equity Shares,NYSE,2016-10-12,null,Active
AZRX,AzurRx BioPharma Inc,NASDAQ,2016-10-11,null,Active
AZUL,Azul SA American Depositary Shares each representing three preferred shares,NYSE,2017-04-11,null,Active
AZZ,AZZ Inc,NYSE,1984-09-07,null,Active
B,Barnes Group Inc,NYSE,1984-09-07,null,Active
BA,The Boeing Company,NYSE,1962-01-02,null,Active
BABA,Alibaba Group Holding Ltd,NYSE,2014-09-19,null,Active
BAC,Bank of America Corp,NYSE,1986-05-29,null,Active
BAC-P-A,Bank of America Corporation Depositary Shares each representing a 11000 th interest in a share of 6000 NonCumulative,NYSE,2016-04-27,null,Active
BAC-P-B,Bank of America Corporation Depositary Shares Series G,NYSE,2018-05-17,null,Active
BAC-P-C,Bank of America Corporation Depositary Shares Series C,NYSE,2016-02-01,null,Active
BAC-P-E,Bank of America Corporation Depositary Sh repstg 11000th Perp Pfd Ser E,NYSE,2006-12-28,null,Active
BAC-P-K,Bank of America Corporation Depositary Shares Series H,NYSE,2018-07-18,null,Active
BAC-P-L,Bank of America Corporation Non Cumulative Perpetual Conv Pfd Ser L,NYSE,2014-09-22,null,Active
BAC-P-M,Bank of America Corporation Depositary Shares Series K,NYSE,2019-06-18,null,Active
BAC-P-Y,Bank of America Corporation Depositary Shares Series Y,NYSE,2015-01-28,null,Active
BAC-P-Y-CL,,NYSE,2012-10-05,null,Active
BAH,Booz Allen Hamilton Holding Corp,NYSE,2010-11-18,null,Active
BAK,Braskem SA ADR,NYSE,1999-01-13,null,Active
BAM,Brookfield Asset Management Inc Class A,NYSE,1983-12-30,null,Active
BANC,Banc of California Inc,NYSE,2002-10-01,null,Active
BANC-P-D,Banc of California Inc Depositary Shares Series D,NYSE,2015-04-09,null,Active
BANC-P-E,Banc of California Inc Depositary Shares Series E,NYSE,2016-02-09,null,Active
BAND,Bandwidth Inc,NASDAQ,2017-11-10,null,Active
BANF,Bancfirst Corp,NASDAQ,1990-03-26,null,Active
BANFP,BancFirst Corporation 72 Cumulative Trust Preferred Securities,NASDAQ,2004-03-16,null,Active
BANR,Banner Corp,NASDAQ,1995-11-01,null,Active
BANX,StoneCastle Financial Corp,NASDAQ,2013-11-07,null,Active
BAP,Credicorp Ltd,NYSE,1995-10-25,null,Active
BASI,Bioanalytical Systems Inc,NASDAQ,1997-11-25,null,Active
BATL,Battalion Oil Corp New,NYSE,2019-12-24,null,Active
BATRA,BATRA,NASDAQ,2016-04-18,null,Active
BATRK,Liberty Media Corp DE,NASDAQ,2016-04-18,null,Active
BAX,Baxter International Inc,NYSE,1981-10-27,null,Active
BB,BlackBerry Ltd,NYSE,1999-02-04,null,Active
BBAR,BBVA Banco Frances SA,NYSE,1993-11-24,null,Active
BBBY,Bed Bath Beyond Inc,NASDAQ,1992-06-05,null,Active
BBCP,Industrea Acquisition Corp,NASDAQ,2017-08-21,null,Active
BBD,Banco Bradesco SA,NYSE,2001-11-23,null,Active
BBDC,BRANTLEY CAPITAL CORP,NYSE,2018-08-03,null,Active
BBDO,Banco Bradesco SA,NYSE,2012-03-13,null,Active
BBGI,Beasley Broadcast Group Inc Class A,NASDAQ,2000-02-11,null,Active
BBI,Brickell Biotech Inc,NASDAQ,1993-03-15,null,Active
BBIO,BridgeBio Pharma Inc,NASDAQ,2019-06-27,null,Active
BBL,BHP Billiton plc,NYSE,2003-06-25,null,Active
BBQ,BBQ Holdings Inc,NASDAQ,1996-11-04,null,Active
BBSI,Barrett Business Services Inc,NASDAQ,1993-06-14,null,Active
BBU,Brookfield Business Partners LP Limited Partnership Units,NYSE,2016-06-17,null,Active
BBVA,Banco Bilbao Vizcaya Argentaria SA,NYSE,1988-12-15,null,Active
BBW,BuildABear Workshop Inc,NYSE,2004-10-28,null,Active
BBX,BBX Capital Corp Class A,NYSE,2016-01-04,null,Active
BBY,Best Buy Company. Inc,NYSE,1985-04-19,null,Active
BC,Brunswick Corp,NYSE,1981-12-31,null,Active
BC-P-A,Brunswick Corporation 6500 Senior Notes due 2048,NYSE,2018-10-08,null,Active
BC-P-B,Brunswick Corporation 6.625 Senior Notes due 2049,NYSE,2018-12-06,null,Active
BC-P-C,Brunswick Corporation 6375 Notes due 2049,NYSE,2019-03-08,null,Active
BCBP,BCB Bancorp Inc,NASDAQ,2003-10-15,null,Active
BCC,Boise Cascade Company,NYSE,2013-02-06,null,Active
BCDA,BioCardia Inc,NASDAQ,2008-03-14,null,Active
BCDAW,BioCardia Inc. Warrants 30072022,NASDAQ,2019-08-02,null,Active
BCE,BCE Inc,NYSE,1982-11-15,null,Active
BCEI,Bonanza Creek Energy Inc,NYSE,2011-12-15,null,Active
BCEL,Atreca Inc Class A,NASDAQ,2019-06-20,null,Active
BCH,Banco de Chile ADR,NYSE,2002-01-08,null,Active
